Category Name,Customer City,Customer Id,Department Id,Department Name,Latitude,Longitude,Order City,Order Id,Order Item Quantity,shipping date (DateOrders),order_latitude,order_longitude
Golf Bags & Carts,Chicago,51918,5,Apparel,32.71385574,-87.73634338,,4987,300,2016-07-21 02:53:00,41.8755616,-87.6244212
Baseball & Softball,Philadelphia,69021,5,Apparel,29.88981438,-118.1542206,,2048,100,2016-07-22 22:51:00,39.9527237,-75.1635262
Water Sports,Columbus,19808,5,Apparel,29.71482086,-83.07437134,,2515,900,2016-07-22 22:51:00,39.9622601,-83.0007065
Camping & Hiking,San Diego,34414,5,Outdoors,29.47656632,-75.22582245,,4462,100,2016-07-22 22:51:00,32.7174202,-117.1627728
Golf Shoes,Chicago,43044,5,Fan Shop,30.35012245,-118.3267975,,4005,800,2016-07-26 07:26:00,41.8755616,-87.6244212
Fishing,San Antonio,13769,5,Apparel,34.06108093,-118.2747421,,7714,600,2016-07-26 07:26:00,29.4246002,-98.4951405
Boxing & MMA,Chicago,11091,5,Golf,39.70932007,-75.22582245,,5676,700,2016-07-26 07:26:00,41.8755616,-87.6244212
Toys,Aurora,29184,5,Footwear,33.69957733,-98.579216,,4407,400,2016-07-26 07:26:00,41.7571701,-88.3147539
other,Miami,89818,5,Outdoors,33.96860123,-75.76576996,,2122,900,2016-07-26 07:26:00,25.7741728,-80.19362
Shop By Sport,Chicago,1408,5,Golf,41.89517212,-87.73634338,Chicago,39086,300,2016-07-26 13:12:00,41.8755616,-87.6244212
Women's Apparel,Chicago,1408,5,Golf,41.89517212,-87.73634338,Chicago,39086,300,2016-07-26 13:12:00,41.8755616,-87.6244212
Cleats,Chicago,88562,5,Outdoors,38.17819977,-95.17199707,,5849,400,2016-07-26 13:12:00,41.8755616,-87.6244212
Fitness Accessories,Los Angeles,19949,5,Footwear,41.96846008,-118.2431641,,3711,800,2016-07-26 13:12:00,34.0536909,-118.242766
Shop By Sport,Los Angeles,11366,5,Golf,34.03800583,-118.2574081,Los Angeles,38915,400,2016-07-28 01:18:00,34.0536909,-118.242766
Men's Footwear,Houston,98399,5,Fan Shop,33.98547363,-87.65660858,,4281,900,2016-07-28 01:18:00,29.7589382,-95.3676974
Garden,San Francisco,34587,5,Golf,40.01562119,-95.17199707,,1726,400,2016-07-28 01:18:00,37.7790262,-122.419906
Fitness Accessories,Marion,55432,5,Apparel,47.67869949,-95.51293945,,4639,800,2016-07-28 01:18:00,32.7931661,-94.344488
Books,Houston,74020,5,Footwear,34.11491013,-118.2400131,,7207,600,2016-08-02 21:05:00,29.7589382,-95.3676974
Golf Carts,Los Angeles,20524,5,Footwear,40.7018013,-83.07437134,,4031,600,2016-08-02 21:05:00,34.0536909,-118.242766
Women's Clothing,Houston,11686,5,Apparel,41.895607,-75.76576996,,9823,400,2016-08-02 21:05:00,29.7589382,-95.3676974
Cameras,Seattle,98135,5,Fan Shop,33.63597488,-118.2007599,,7624,400,2016-08-02 21:05:00,47.6038321,-122.330062
Camping & Hiking,Austin,28839,5,Golf,33.93173981,-118.4061966,,1254,500,2016-08-02 21:05:00,30.2711286,-97.7436995
Shop By Sport,Miami,5028,5,Golf,25.88852501,-80.17294312,Miami,39583,200,2016-08-04 19:20:00,25.7741728,-80.19362
Tennis & Racquet,Houston,60242,5,Outdoors,40.75481033,-118.2400131,,3944,1000,2016-08-04 19:20:00,29.7589382,-95.3676974
Men's Clothing,Philadelphia,29656,5,Golf,33.69957733,-80.19455719,,6727,900,2016-08-04 19:20:00,39.9527237,-75.1635262
Toys,Los Angeles,23153,5,Fan Shop,30.35012245,-118.1886444,,5627,100,2016-08-04 19:20:00,34.0536909,-118.242766
Boxing & MMA,Marion,33254,5,Footwear,33.98547363,-85.76452637,,1303,500,2016-08-04 19:20:00,32.7931661,-94.344488
Toys,Los Angeles,65960,5,Outdoors,25.88852501,-87.82719421,,9987,400,2016-08-04 19:20:00,34.0536909,-118.242766
Men's Clothing,San Antonio,81696,5,Apparel,33.94827271,-118.3267975,,7108,600,2016-08-05 03:44:00,29.4246002,-98.4951405
Fitness Accessories,Chicago,68507,5,Golf,40.01562119,-84.88657379,,8241,100,2016-08-05 03:44:00,41.8755616,-87.6244212
DVDs,Los Angeles,79452,5,Outdoors,34.03800583,-83.07437134,,7745,100,2016-08-05 03:44:00,34.0536909,-118.242766
Golf Carts,Louisville,24653,5,Apparel,34.03247452,-122.3217621,,1077,400,2016-08-05 03:44:00,38.2542376,-85.759407
Golf Gloves,Louisville,70963,5,Outdoors,34.06108093,-118.2774735,,3135,1000,2016-08-05 03:44:00,38.2542376,-85.759407
Crafts,Los Angeles,47484,5,Footwear,39.67436981,-87.98048401,,7279,200,2016-08-05 03:44:00,34.0536909,-118.242766
Crafts,Austin,43926,5,Fan Shop,34.03247452,-104.8145828,,7260,200,2016-08-05 03:44:00,30.2711286,-97.7436995
Toys,Santa Ana,81019,5,Fan Shop,32.71385574,-117.9125671,,4770,800,2016-08-08 10:55:00,33.7494951,-117.8732213
Golf Carts,Miami,39845,5,Fan Shop,33.69957733,-98.579216,,7518,900,2016-08-08 10:55:00,25.7741728,-80.19362
Boxing & MMA,San Diego,67186,5,Outdoors,25.88852501,-118.2574081,,8184,100,2016-08-10 08:07:00,32.7174202,-117.1627728
Men's Clothing,Newark,82860,5,Footwear,40.75481033,-118.2747421,,4548,600,2016-08-10 08:07:00,40.735657,-74.1723667
Boxing & MMA,Los Angeles,79725,5,Footwear,40.01562119,-75.08410645,,3235,400,2016-08-10 08:07:00,34.0536909,-118.242766
Women's Apparel,San Francisco,29623,5,Footwear,33.63597488,-87.82719421,,8885,100,2016-08-10 08:07:00,37.7790262,-122.419906
Fishing,Columbus,35402,5,Footwear,34.1137352,-87.73634338,,1702,500,2016-08-14 18:16:00,39.9622601,-83.0007065
Electronics,Philadelphia,25556,5,Outdoors,34.08999252,-117.9125671,,6308,200,2016-08-14 18:16:00,39.9527237,-75.1635262
Women's Apparel,Seattle,76357,5,Fan Shop,33.93173981,-95.37239838,,4965,300,2016-08-14 18:16:00,47.6038321,-122.330062
Lacrosse,San Francisco,48150,5,Outdoors,41.895607,-83.07437134,,5364,100,2016-08-14 18:16:00,37.7790262,-122.419906
Men's Clothing,Seattle,39478,5,Fan Shop,34.1137352,-118.1542206,,7115,300,2016-08-14 18:16:00,47.6038321,-122.330062
Women's Clothing,Miami,67968,5,Apparel,30.35012245,-118.2400131,,8902,400,2016-08-14 18:16:00,25.7741728,-80.19362
Men's Clothing,Chicago,89838,5,Golf,41.83272171,-97.69873047,,9228,900,2016-08-14 18:16:00,41.8755616,-87.6244212
Hockey,Chicago,16851,5,Footwear,39.70932007,-95.17199707,,8183,400,2016-08-14 18:16:00,41.8755616,-87.6244212
Men's Clothing,San Diego,83844,5,Apparel,34.0015831,-75.76576996,,5522,100,2016-08-14 18:16:00,32.7174202,-117.1627728
Men's Footwear,Los Angeles,30262,5,Fan Shop,47.67869949,-117.1392975,,2318,800,2016-08-14 18:16:00,34.0536909,-118.242766
Video Games,Columbus,92362,5,Apparel,41.96846008,-87.98048401,,8780,900,2016-08-14 18:16:00,39.9622601,-83.0007065
Shop By Sport,Santa Ana,11459,5,Golf,33.63597488,-117.9125671,Santa Ana,56003,500,2017-04-01 11:59:00,33.7494951,-117.8732213
Women's Apparel,Santa Ana,11459,5,Golf,33.63597488,-117.9125671,Santa Ana,56003,100,2017-04-01 11:59:00,33.7494951,-117.8732213
Music,Los Angeles,58533,5,Footwear,40.01562119,-117.9125671,,6894,1000,2017-04-01 11:59:00,34.0536909,-118.242766
Garden,Aurora,12936,5,Apparel,32.52082825,-118.2431641,,8126,500,2017-04-01 11:59:00,41.7571701,-88.3147539
Boxing & MMA,San Diego,30379,5,Golf,29.88981438,-122.4407883,,9920,1000,2017-04-01 11:59:00,32.7174202,-117.1627728
Computers,Aurora,20787,5,Apparel,40.75481033,-87.82719421,,9690,900,2017-04-01 11:59:00,41.7571701,-88.3147539
Women's Clothing,Philadelphia,95448,5,Golf,41.89567947,-87.69122315,,2963,400,2017-04-01 11:59:00,39.9527237,-75.1635262
Golf Balls,Santa Ana,90166,5,Fan Shop,29.78513908,-97.69873047,,9924,300,2017-04-01 11:59:00,33.7494951,-117.8732213
Golf Balls,Chicago,8060,6,Outdoors,41.98498154,-87.82719421,Chicago,31471,300,2016-04-04 21:20:00,41.8755616,-87.6244212
Consumer Electronics,Chicago,71561,6,Footwear,32.71385574,-74.1746521,,6406,900,2016-04-04 21:20:00,41.8755616,-87.6244212
Women's Apparel,Newark,46144,6,Golf,40.7018013,-122.3217621,,4761,300,2016-04-04 21:20:00,40.735657,-74.1723667
Women's Clothing,Santa Ana,39341,6,Outdoors,38.17819977,-97.69873047,,9311,100,2016-04-04 21:20:00,33.7494951,-117.8732213
As Seen on TV!,San Antonio,95477,6,Fan Shop,25.88852501,-87.73634338,,1044,700,2016-04-04 21:20:00,29.4246002,-98.4951405
Fishing,Philadelphia,72228,6,Golf,38.17819977,-118.4321518,,6824,800,2016-04-05 12:19:00,39.9527237,-75.1635262
Books,Aurora,73183,6,Golf,40.7018013,-118.2431641,,8181,300,2016-04-05 12:19:00,41.7571701,-88.3147539
Consumer Electronics,Houston,42575,6,Golf,33.63597488,-75.08410645,,2269,300,2016-04-05 12:19:00,29.7589382,-95.3676974
Men's Footwear,San Antonio,33587,6,Footwear,40.7018013,-118.1886444,,5758,1000,2016-04-06 09:10:00,29.4246002,-98.4951405
Girls' Apparel,Seattle,58735,6,Fan Shop,38.17819977,-95.17199707,,3054,400,2016-04-06 09:10:00,47.6038321,-122.330062
Electronics,Aurora,54252,6,Fan Shop,34.11491013,-87.98048401,,2291,900,2016-04-06 09:10:00,41.7571701,-88.3147539
Indoor/Outdoor Games,Chicago,54686,6,Apparel,33.96860123,-87.65660858,,9449,100,2016-04-06 09:10:00,41.8755616,-87.6244212
Women's Clothing,San Francisco,54896,6,Footwear,41.89517212,-87.70032501,,8028,1000,2016-04-06 09:10:00,37.7790262,-122.419906
As Seen on TV!,Marion,68358,6,Golf,38.17819977,-95.51293945,,5584,700,2016-04-06 09:10:00,32.7931661,-94.344488
Golf Bags & Carts,Aurora,52273,6,Golf,39.70932007,-118.4061966,,8850,400,2016-04-06 09:10:00,41.7571701,-88.3147539
Men's Clothing,Newark,15589,6,Outdoors,41.89517212,-74.1746521,,9381,300,2016-04-06 09:10:00,40.735657,-74.1723667
Lacrosse,Seattle,67785,6,Golf,34.03247452,-74.1746521,,5673,800,2016-04-08 08:17:00,47.6038321,-122.330062
Toys,Chicago,15697,6,Fan Shop,29.88981438,-84.88657379,,5060,300,2016-04-08 08:17:00,41.8755616,-87.6244212
Camping & Hiking,Houston,52042,6,Outdoors,33.98547363,-95.51293945,,6637,200,2016-04-08 08:17:00,29.7589382,-95.3676974
Soccer,Austin,38626,6,Outdoors,25.76825142,-104.8145828,,5143,500,2016-04-08 08:17:00,30.2711286,-97.7436995
Golf Balls,Newark,4301,6,Outdoors,39.67436981,-75.76576996,Newark,31475,300,2016-04-10 10:44:00,40.735657,-74.1723667
Soccer,Newark,69360,6,Footwear,33.94827271,-87.82719421,,1206,900,2016-04-10 10:44:00,40.735657,-74.1723667
Basketball,Chicago,13448,6,Apparel,33.98547363,-117.9125671,,3116,700,2016-04-10 10:44:00,41.8755616,-87.6244212
Men's Golf Clubs,Santa Ana,42869,6,Apparel,29.7805748,-118.2774735,,2533,100,2016-04-15 20:22:00,33.7494951,-117.8732213
Health and Beauty,Miami,95021,6,Golf,29.71482086,-118.2400131,,1307,100,2016-04-15 20:22:00,25.7741728,-80.19362
CDs,Aurora,74989,6,Outdoors,38.17819977,-118.2774735,,6065,500,2016-04-15 20:22:00,41.7571701,-88.3147539
Accessories,Seattle,4658,6,Outdoors,47.67869949,-122.3217621,Seattle,32033,300,2016-04-16 14:14:00,47.6038321,-122.330062
Golf Shoes,Marion,55376,6,Golf,41.83272171,-118.2400131,,1876,900,2016-04-16 14:14:00,32.7931661,-94.344488
Golf Carts,Marion,98885,6,Golf,34.1137352,-95.17199707,,7693,300,2016-04-16 14:14:00,32.7931661,-94.344488
Trade-In,San Francisco,77424,6,Outdoors,29.88981438,-95.51293945,,1450,100,2016-04-16 14:14:00,37.7790262,-122.419906
Cleats,Santa Ana,75468,6,Apparel,40.01562119,-95.47782135,,6741,400,2016-04-16 14:14:00,33.7494951,-117.8732213
Women's Golf Clubs,San Antonio,12156,6,Outdoors,41.96846008,-118.2574081,,1247,500,2016-04-16 14:14:00,29.4246002,-98.4951405
Baseball & Softball,Seattle,75784,6,Fan Shop,38.17819977,-95.17199707,,2495,1000,2016-04-16 14:14:00,47.6038321,-122.330062
Golf Apparel,San Francisco,51029,6,Apparel,34.03800583,-95.37239838,,7390,400,2016-04-24 18:04:00,37.7790262,-122.419906
Baseball & Softball,San Francisco,42760,6,Outdoors,29.71482086,-118.1886444,,5981,300,2016-04-26 17:53:00,37.7790262,-122.419906
Women's Clothing,Los Angeles,15043,6,Golf,33.98547363,-117.9125671,,3133,100,2016-04-26 17:53:00,34.0536909,-118.242766
Crafts,Aurora,87173,6,Golf,40.7018013,-118.3267975,,7604,100,2016-04-26 17:53:00,41.7571701,-88.3147539
Tennis & Racquet,Miami,91526,6,Outdoors,29.88981438,-95.17199707,,5974,500,2016-04-26 17:53:00,25.7741728,-80.19362
Trade-In,Miami,92004,6,Footwear,34.08999252,-118.3382416,,3101,1000,2016-04-26 17:53:00,25.7741728,-80.19362
Boxing & MMA,San Diego,88475,6,Fan Shop,34.0015831,-87.65660858,,3986,900,2016-04-27 09:08:00,32.7174202,-117.1627728
Strength Training,Newark,58487,6,Footwear,39.95703888,-118.2574081,,5760,900,2016-04-27 09:08:00,40.735657,-74.1723667
Golf Balls,Austin,66353,6,Golf,41.89567947,-118.2007599,,4646,800,2016-04-27 09:08:00,30.2711286,-97.7436995
Computers,San Francisco,50119,6,Apparel,29.47656632,-118.4061966,,5548,500,2016-04-27 09:08:00,37.7790262,-122.419906
Golf Shoes,Newark,12028,6,Outdoors,40.75481033,-74.1746521,Newark,32825,400,2016-04-30 03:42:00,40.735657,-74.1723667
Men's Footwear,Columbus,15883,6,Fan Shop,29.88981438,-87.73634338,,8885,100,2016-04-30 03:42:00,39.9622601,-83.0007065
Fishing,Newark,81148,6,Golf,33.93173981,-95.47782135,,5082,100,2016-04-30 03:42:00,40.735657,-74.1723667
CDs,San Diego,69372,6,Outdoors,34.02769089,-118.2774735,,3247,800,2016-04-30 03:42:00,32.7174202,-117.1627728
Golf Gloves,Newark,97914,6,Apparel,33.94827271,-87.73634338,,5216,100,2016-04-30 03:42:00,40.735657,-74.1723667
Health and Beauty,Houston,63373,6,Golf,34.08999252,-80.17294312,,2336,400,2016-04-30 03:42:00,29.7589382,-95.3676974
Golf Shoes,San Antonio,99041,6,Outdoors,34.06108093,-95.47782135,,5520,400,2016-04-30 22:16:00,29.4246002,-98.4951405
DVDs,Seattle,46512,6,Fan Shop,38.17819977,-118.2431641,,9257,100,2016-04-30 22:16:00,47.6038321,-122.330062
Boxing & MMA,Miami,78482,6,Apparel,34.03800583,-118.4321518,,9781,800,2016-04-30 22:16:00,25.7741728,-80.19362
Boxing & MMA,Chicago,37078,6,Fan Shop,29.88981438,-75.08410645,,2159,700,2016-04-30 22:16:00,41.8755616,-87.6244212
Books,San Francisco,56258,6,Golf,41.89567947,-118.3267975,,2877,700,2016-04-30 22:16:00,37.7790262,-122.419906
Golf Carts,Aurora,11014,6,Apparel,41.89517212,-118.0218811,,7453,200,2016-04-30 22:16:00,41.7571701,-88.3147539
Men's Clothing,Aurora,85634,6,Fan Shop,29.88981438,-118.1886444,,9753,900,2016-04-30 22:16:00,41.7571701,-88.3147539
Cleats,Louisville,86541,6,Apparel,41.89517212,-80.17294312,,4368,900,2016-05-11 13:19:00,38.2542376,-85.759407
Kids' Golf Clubs,Chicago,93463,6,Golf,25.88852501,-80.17294312,,1713,1000,2016-05-11 13:19:00,41.8755616,-87.6244212
Golf Gloves,Miami,56667,6,Outdoors,32.52082825,-118.1542206,,8784,1000,2016-05-11 13:19:00,25.7741728,-80.19362
Cardio Equipment,Santa Ana,23044,6,Apparel,33.98547363,-87.69122315,,4206,500,2016-05-11 13:19:00,33.7494951,-117.8732213
Baby,Santa Ana,88401,6,Apparel,32.52082825,-118.1542206,,8653,700,2016-05-11 13:19:00,33.7494951,-117.8732213
Men's Footwear,Austin,86074,6,Fan Shop,41.96846008,-95.17199707,,8094,500,2016-05-11 13:19:00,30.2711286,-97.7436995
Crafts,Marion,37141,6,Golf,33.94827271,-87.70032501,,3015,400,2016-05-11 13:19:00,32.7931661,-94.344488
Camping & Hiking,Chicago,57640,6,Outdoors,40.7018013,-95.37239838,,4051,1000,2016-05-11 22:15:00,41.8755616,-87.6244212
Tennis & Racquet,San Diego,92475,6,Golf,34.11491013,-118.4061966,,9446,200,2016-05-11 22:15:00,32.7174202,-117.1627728
Music,Miami,61906,6,Footwear,30.35012245,-95.51293945,,2827,300,2016-05-11 22:15:00,25.7741728,-80.19362
Golf Apparel,San Antonio,49361,6,Outdoors,34.06108093,-95.51293945,,7880,100,2016-05-11 22:15:00,29.4246002,-98.4951405
Accessories,Marion,89979,6,Outdoors,37.71640396,-118.2747421,,1734,700,2016-05-11 22:15:00,32.7931661,-94.344488
Hunting & Shooting,Aurora,35207,6,Golf,40.01562119,-98.579216,,5483,300,2016-05-11 22:15:00,41.7571701,-88.3147539
CDs,Newark,60442,6,Apparel,40.01562119,-87.82719421,,1805,200,2016-05-20 21:32:00,40.735657,-74.1723667
Strength Training,San Antonio,56853,6,Fan Shop,41.89567947,-118.0218811,,4054,1000,2016-05-20 21:32:00,29.4246002,-98.4951405
Women's Clothing,Louisville,63632,6,Apparel,30.35012245,-87.98048401,,6599,500,2016-05-20 21:32:00,38.2542376,-85.759407
Golf Bags & Carts,Houston,51235,6,Apparel,34.1137352,-87.73634338,,8962,700,2016-05-22 05:04:00,29.7589382,-95.3676974
Boxing & MMA,Miami,21317,6,Golf,38.17819977,-118.4321518,,1250,800,2016-05-22 05:04:00,25.7741728,-80.19362
Health and Beauty,San Diego,30744,6,Golf,47.67869949,-85.76452637,,6927,500,2016-05-22 05:04:00,32.7174202,-117.1627728
As Seen on TV!,Austin,92101,6,Footwear,25.76825142,-98.579216,,3615,300,2016-05-22 05:04:00,30.2711286,-97.7436995
Girls' Apparel,Chicago,31823,6,Outdoors,41.96846008,-118.0218811,,9436,700,2016-05-22 05:04:00,41.8755616,-87.6244212
Cleats,Los Angeles,87709,6,Golf,33.69957733,-118.2400131,,3618,100,2016-05-22 05:04:00,34.0536909,-118.242766
Golf Apparel,Austin,47757,6,Golf,40.01562119,-87.70032501,,5432,400,2016-05-30 03:39:00,30.2711286,-97.7436995
Garden,Houston,11900,6,Golf,34.11491013,-118.3382416,,4797,700,2016-05-30 03:39:00,29.7589382,-95.3676974
Indoor/Outdoor Games,Santa Ana,66050,6,Footwear,34.1137352,-118.4321518,,9967,300,2016-06-02 02:46:00,33.7494951,-117.8732213
Fitness Accessories,San Antonio,66621,6,Fan Shop,33.93173981,-118.2431641,,9343,600,2016-06-02 02:46:00,29.4246002,-98.4951405
Fitness Accessories,San Antonio,43023,6,Fan Shop,29.71482086,-80.19455719,,2839,900,2016-06-02 02:46:00,29.4246002,-98.4951405
Basketball,Los Angeles,51598,6,Footwear,32.71385574,-80.17294312,,9950,300,2016-06-02 02:46:00,34.0536909,-118.242766
Pet Supplies,Aurora,83310,6,Fan Shop,38.17819977,-80.17294312,,7380,100,2016-06-02 02:46:00,41.7571701,-88.3147539
Cameras,San Antonio,62611,6,Golf,34.11491013,-74.1746521,,9552,200,2016-06-11 05:02:00,29.4246002,-98.4951405
Boxing & MMA,Miami,47968,6,Outdoors,25.76825142,-87.98048401,,1857,800,2016-06-11 05:02:00,25.7741728,-80.19362
Strength Training,Philadelphia,26603,6,Fan Shop,38.17819977,-122.3217621,,6765,400,2016-06-11 05:02:00,39.9527237,-75.1635262
Water Sports,Austin,95811,6,Fan Shop,29.71482086,-95.37239838,,7320,300,2016-06-11 05:02:00,30.2711286,-97.7436995
Men's Clothing,Miami,69386,6,Outdoors,34.03247452,-87.69122315,,8660,700,2016-06-11 20:38:00,25.7741728,-80.19362
Golf Apparel,Philadelphia,79836,6,Fan Shop,40.7018013,-87.70032501,,5326,600,2016-06-11 20:38:00,39.9527237,-75.1635262
Accessories,Marion,36045,6,Golf,34.08999252,-95.51293945,,9674,800,2016-06-11 20:38:00,32.7931661,-94.344488
Accessories,Chicago,10592,6,Outdoors,41.895607,-87.70032501,Chicago,35840,200,2016-06-13 03:59:00,41.8755616,-87.6244212
Golf Gloves,Philadelphia,74594,6,Outdoors,47.67869949,-117.1392975,,7753,400,2016-06-13 03:59:00,39.9527237,-75.1635262
Music,Louisville,15866,6,Golf,34.02769089,-118.2747421,,5245,400,2016-06-13 03:59:00,38.2542376,-85.759407
Men's Golf Clubs,Louisville,56610,6,Outdoors,25.88852501,-118.3267975,,3693,100,2016-06-13 03:59:00,38.2542376,-85.759407
Crafts,Columbus,98745,6,Golf,33.98547363,-87.98048401,,2409,300,2016-06-13 03:59:00,39.9622601,-83.0007065
Baby,San Francisco,64400,6,Footwear,33.63597488,-117.1392975,,1493,600,2016-06-16 11:31:00,37.7790262,-122.419906
Accessories,Santa Ana,74815,6,Fan Shop,41.89567947,-122.4407883,,7257,700,2016-06-16 11:31:00,33.7494951,-117.8732213
CDs,San Francisco,56502,6,Outdoors,32.52082825,-95.47782135,,1670,200,2016-06-16 11:31:00,37.7790262,-122.419906
Golf Apparel,Los Angeles,56923,6,Apparel,39.67436981,-117.1392975,,8110,200,2016-06-20 02:24:00,34.0536909,-118.242766
Indoor/Outdoor Games,Newark,36247,6,Apparel,39.95703888,-118.1886444,,3781,800,2016-06-20 02:24:00,40.735657,-74.1723667
Health and Beauty,San Antonio,44027,6,Footwear,29.71482086,-87.73634338,,1031,900,2016-06-20 02:24:00,29.4246002,-98.4951405
Fitness Accessories,Seattle,85083,6,Fan Shop,41.98498154,-95.17199707,,8050,500,2016-06-20 02:24:00,47.6038321,-122.330062
Lacrosse,Aurora,63927,6,Footwear,29.71482086,-118.1886444,,5335,1000,2016-06-20 02:24:00,41.7571701,-88.3147539
Golf Gloves,Austin,74594,6,Outdoors,29.71482086,-95.47782135,,3741,300,2016-06-20 02:24:00,30.2711286,-97.7436995
Golf Gloves,Los Angeles,4221,6,Outdoors,33.96860123,-118.2747421,Los Angeles,36340,200,2016-06-20 11:10:00,34.0536909,-118.242766
Golf Bags & Carts,Santa Ana,40068,6,Golf,33.94827271,-74.1746521,,4038,100,2016-06-20 11:10:00,33.7494951,-117.8732213
Golf Carts,Columbus,45568,6,Outdoors,41.89567947,-118.3267975,,6087,500,2016-06-20 11:10:00,39.9622601,-83.0007065
Electronics,Chicago,42926,6,Outdoors,30.35012245,-95.37239838,,1297,200,2016-06-29 14:18:00,41.8755616,-87.6244212
Kids' Golf Clubs,San Antonio,99322,6,Fan Shop,33.93173981,-118.3382416,,4058,900,2016-06-29 14:18:00,29.4246002,-98.4951405
other,Houston,10859,6,Apparel,41.89517212,-118.2774735,,9015,500,2016-06-29 14:18:00,29.7589382,-95.3676974
Books,Aurora,40255,6,Apparel,29.71482086,-118.2400131,,2965,1000,2016-06-29 14:18:00,41.7571701,-88.3147539
Golf Carts,San Francisco,19319,6,Footwear,33.94827271,-122.3217621,,8123,1000,2016-06-29 14:18:00,37.7790262,-122.419906
Pet Supplies,Santa Ana,95448,6,Outdoors,34.02769089,-87.69122315,,3820,400,2016-07-05 15:52:00,33.7494951,-117.8732213
Golf Gloves,Seattle,19265,6,Apparel,29.71482086,-87.70032501,,8338,300,2016-07-05 15:52:00,47.6038321,-122.330062
Golf Carts,Santa Ana,59950,6,Outdoors,40.75481033,-87.70032501,,3286,400,2016-07-07 11:19:00,33.7494951,-117.8732213
Crafts,San Francisco,20535,6,Apparel,38.17819977,-118.3382416,,8044,100,2016-07-07 11:19:00,37.7790262,-122.419906
Cleats,Seattle,67888,6,Golf,29.71482086,-118.2574081,,4774,100,2016-07-08 02:01:00,47.6038321,-122.330062
Baseball & Softball,Chicago,27738,6,Outdoors,29.71482086,-84.88657379,,3341,400,2016-07-08 02:01:00,41.8755616,-87.6244212
Golf Shoes,Seattle,30048,6,Golf,41.83272171,-74.1746521,,6349,200,2016-07-08 02:01:00,47.6038321,-122.330062
Books,San Diego,83469,6,Outdoors,33.69957733,-118.4321518,,1349,400,2016-07-08 02:01:00,32.7174202,-117.1627728
Books,Columbus,77012,6,Apparel,32.71385574,-122.4407883,,7928,700,2016-07-08 02:01:00,39.9622601,-83.0007065
Women's Golf Clubs,Columbus,12204,6,Golf,39.95703888,-95.47782135,,4390,400,2016-07-08 02:01:00,39.9622601,-83.0007065
Hockey,Chicago,50070,6,Footwear,34.06108093,-118.4321518,,7407,400,2016-07-08 02:01:00,41.8755616,-87.6244212
DVDs,Houston,23434,6,Golf,41.83272171,-118.3267975,,4405,1000,2016-07-08 02:01:00,29.7589382,-95.3676974
Music,Philadelphia,28740,6,Footwear,37.71640396,-85.76452637,,3140,700,2016-07-15 09:01:00,39.9527237,-75.1635262
Tennis & Racquet,San Francisco,59345,6,Golf,29.78513908,-83.07437134,,5877,800,2016-07-15 09:01:00,37.7790262,-122.419906
Accessories,Newark,33780,6,Golf,34.08999252,-122.3217621,,6373,700,2016-07-15 09:01:00,40.735657,-74.1723667
Baby,Louisville,67935,6,Fan Shop,32.71385574,-87.82719421,,9745,500,2016-07-19 21:38:00,38.2542376,-85.759407
Golf Shoes,San Diego,19401,6,Fan Shop,32.71385574,-87.70032501,,1670,400,2016-07-19 21:38:00,32.7174202,-117.1627728
Health and Beauty,Houston,59659,6,Footwear,40.7018013,-104.8145828,,5817,400,2016-07-19 21:38:00,29.7589382,-95.3676974
Crafts,Seattle,29131,6,Footwear,34.0015831,-75.22582245,,8711,1000,2016-07-19 21:38:00,47.6038321,-122.330062
Garden,Miami,69716,6,Golf,38.17819977,-80.17294312,,1316,200,2016-07-19 21:38:00,25.7741728,-80.19362
Books,Los Angeles,76426,6,Outdoors,33.96860123,-118.4061966,,4280,300,2016-07-19 21:38:00,34.0536909,-118.242766
Golf Apparel,Philadelphia,71,6,Outdoors,34.08999252,-118.1542206,Philadelphia,38440,500,2016-07-21 02:53:00,39.9527237,-75.1635262
Golf Shoes,Newark,54755,6,Footwear,34.1137352,-87.65660858,,6864,1000,2016-07-21 02:53:00,40.735657,-74.1723667
Camping & Hiking,Los Angeles,26728,6,Golf,39.70932007,-118.2574081,,7180,900,2016-07-21 02:53:00,34.0536909,-118.242766
Fitness Accessories,Philadelphia,18534,6,Golf,41.98498154,-95.47782135,,5986,300,2016-07-21 02:53:00,39.9527237,-75.1635262
CDs,San Antonio,39829,6,Footwear,38.17819977,-118.2007599,,4051,700,2016-07-21 02:53:00,29.4246002,-98.4951405
Tennis & Racquet,San Francisco,83911,6,Apparel,34.08999252,-118.3267975,,5031,300,2016-07-21 02:53:00,37.7790262,-122.419906
Health and Beauty,San Antonio,98029,6,Footwear,40.01562119,-87.98048401,,4637,300,2016-07-21 02:53:00,29.4246002,-98.4951405
Golf Balls,Los Angeles,6105,6,Outdoors,33.98547363,-118.3382416,Los Angeles,38634,500,2016-07-22 22:51:00,34.0536909,-118.242766
DVDs,Los Angeles,46919,6,Golf,41.83272171,-75.22582245,,6149,300,2016-07-22 22:51:00,34.0536909,-118.242766
Men's Golf Clubs,Newark,89703,6,Apparel,40.01562119,-95.47782135,,3959,600,2016-07-22 22:51:00,40.735657,-74.1723667
Fishing,Seattle,32672,6,Fan Shop,41.83272171,-118.1542206,,8694,400,2016-07-22 22:51:00,47.6038321,-122.330062
